accession	name	MraZ	MraW	FtsL	FtsI	MurE	MurF	MraY	MurD	FtsW	MurG	MurC	MurB	MurA	DdlB	FtsQ	FtsA	FtsZ
GCF_029025825.1	Lactiplantibacillus paraplantarum	3	3	3	3	1	3	3	3	10	3	3	3	5	4	3	3	3
GCF_003641185.1	Lactiplantibacillus pentosus	3	3	2	3	1	3	3	3	10	3	3	3	5	4	3	3	3
GCF_005404945.1	Lactiplantibacillus pingfangensis	3	3	1	3	1	3	3	3	10	3	3	3	4	4	3	3	3
GCF_005405405.1	Lactiplantibacillus plajomi	3	3	3	3	1	3	3	3	10	3	3	3	4	4	3	3	3
GCF_009913655.1	Lactiplantibacillus plantarum	3	3	2	3	1	3	3	3	10	3	3	3	5	4	3	3	3
GCF_005405125.1	Lactiplantibacillus songbeiensis	3	3	2	3	1	3	3	3	10	3	3	3	6	4	3	3	3
GCF_001438845.1	Lactiplantibacillus xiangfangensis	3	3	3	3	1	3	3	3	10	3	3	3	5	4	3	3	3
GCF_008831485.1	Lactobacillus acetotolerans	3	0	1	2	2	3	3	0	10	0	0	1	0	4	2	0	2
GCF_000389675.2	Lactobacillus acidophilus	3	0	2	2	3	3	3	0	8	0	0	2	0	3	1	0	2
GCF_943193025.1	Lactobacillus agrestimuris	3	0	3	2	3	3	3	1	9	0	0	1	0	3	1	0	2
GCF_003999355.1	Lactobacillus amylolyticus	3	0	1	2	3	3	3	0	10	1	0	0	3	3	1	0	2
GCF_000194115.1	Lactobacillus amylovorus	3	0	1	2	3	3	3	0	9	1	0	2	0	4	0	0	2
GCF_003150935.1	Lactobacillus apis	3	0	2	2	2	3	2	0	5	0	0	1	0	3	1	0	2
GCF_002916915.1	Lactobacillus bombicola	3	0	1	2	2	3	2	0	10	0	0	1	0	4	0	0	2
GCF_017874575.1	Lactobacillus colini	3	0	2	2	3	3	3	1	5	0	0	0	2	3	2	0	3
GCF_018327645.1	Lactobacillus corticis	3	0	2	2	3	3	2	0	8	0	0	1	3	4	1	0	2
GCF_009769205.1	Lactobacillus crispatus	3	0	1	2	3	3	3	0	8	1	0	0	1	4	1	0	3
GCF_001888925.1	Lactobacillus delbrueckii	3	0	0	2	3	3	3	0	5	1	0	2	0	4	1	0	2
GCF_001434815.1	Lactobacillus equicursoris	3	0	1	2	3	3	1	0	3	0	0	3	0	4	1	0	2
GCF_002160635.1	Lactobacillus gallinarum	3	0	2	2	3	3	3	0	4	1	0	2	0	4	1	0	2
GCF_008868535.1	Lactobacillus gasseri	3	0	2	2	3	3	3	0	10	1	0	1	3	3	1	0	3
GCF_001436575.1	Lactobacillus gigeriorum	3	0	1	2	2	3	2	1	8	0	0	0	1	2	1	0	2
GCF_001434515.1	Lactobacillus hamsteri	3	0	2	2	3	3	2	0	10	0	0	2	0	4	3	0	2
GCF_003173695.1	Lactobacillus helsingborgensis	3	0	3	2	2	3	3	0	9	0	0	0	0	4	2	0	2
GCF_003053085.1	Lactobacillus helveticus	3	0	2	2	3	3	3	0	7	1	0	1	1	4	1	0	2
GCF_000296835.1	Lactobacillus hominis	3	0	2	2	3	3	3	0	9	0	0	0	1	3	2	0	3
GCF_019972855.1	Lactobacillus huangpiensis	3	0	2	2	2	3	3	0	9	0	0	1	2	4	2	0	2
GCF_009556455.1	Lactobacillus iners	3	0	2	2	3	3	2	0	9	0	0	0	1	4	1	0	2
GCF_024397795.1	Lactobacillus intestinalis	3	0	1	2	2	3	3	0	6	0	0	1	0	2	3	0	3
GCF_001936235.1	Lactobacillus jensenii	3	0	1	2	3	3	1	1	6	0	0	0	0	4	2	0	2
GCF_014058685.1	Lactobacillus johnsonii	3	0	2	2	3	3	3	0	10	0	0	0	2	3	1	0	3
GCF_001434335.1	Lactobacillus kalixensis	3	0	2	2	3	3	3	0	5	0	0	2	2	3	1	0	2
GCF_014656585.1	Lactobacillus kefiranofaciens	3	0	1	2	3	3	3	0	6	1	0	2	0	4	1	0	2
GCF_000970755.1	Lactobacillus kimbladii	3	0	2	2	2	3	2	0	9	0	0	1	0	4	2	0	2
GCF_001434435.1	Lactobacillus kitasatonis	3	0	2	2	3	3	3	0	9	1	0	2	0	4	0	0	2
GCF_003151025.1	Lactobacillus kullabergensis	3	0	2	2	3	3	3	0	9	0	0	1	1	4	2	0	2
GCF_019972835.1	Lactobacillus laiwuensis	3	0	3	2	2	3	2	0	9	0	0	1	0	4	2	0	2
GCF_024701915.1	Lactobacillus leichmannii	3	0	1	2	3	3	3	0	4	1	0	2	0	4	1	0	2
GCF_000970775.1	Lactobacillus melliventris	3	0	2	2	2	3	3	0	8	0	0	2	1	4	2	0	2
GCF_026184115.1	Lactobacillus mulieris	3	0	1	2	3	3	2	1	7	0	0	0	0	4	2	0	2
GCF_016587815.1	Lactobacillus nasalidis	3	0	2	2	3	3	2	0	2	1	0	2	0	4	1	0	2
GCF_019469265.1	Lactobacillus panisapium	3	0	2	2	2	3	2	0	9	0	0	1	0	4	2	0	2
GCF_005886075.1	Lactobacillus paragasseri	3	0	2	2	3	3	3	0	10	1	0	0	1	3	1	0	2
GCF_000297025.1	Lactobacillus pasteurii	3	0	1	2	2	3	3	0	6	1	0	0	1	3	2	0	2
GCF_009695985.1	Lactobacillus porci	3	0	3	2	3	3	3	0	2	1	0	2	0	3	1	0	2
GCF_000425905.1	Lactobacillus psittaci	3	0	2	2	3	3	2	0	6	0	0	0	0	4	2	0	3
GCF_024622425.1	Lactobacillus rodentium	3	0	2	2	3	3	3	1	5	1	0	1	0	4	1	0	3
GCF_001437205.1	Lactobacillus selangorensis	3	2	3	3	2	3	3	3	9	3	3	3	3	0	3	3	3
GCF_017894345.1	Lactobacillus taiwanensis	3	0	2	2	3	3	3	0	10	1	0	0	2	3	1	0	3
GCF_002762335.1	Lactobacillus terrae	3	0	2	3	1	2	3	0	5	1	3	3	6	0	3	2	2
GCF_016647595.1	Lactobacillus ultunensis	3	0	1	2	3	3	2	0	9	1	0	2	0	4	1	0	2
GCF_004009905.1	Lactobacillus xujianguonis	3	0	2	2	3	3	3	0	8	1	0	1	0	4	1	0	3
GCF_003627095.1	Lactococcus allomyrinae	0	2	0	1	1	1	0	3	5	3	2	1	3	4	3	3	1
GCF_006770265.1	Lactococcus carnosus	0	2	0	1	0	0	0	3	5	3	2	0	6	4	1	3	1
GCF_002441885.1	Lactococcus chungangensis	0	2	2	1	3	1	0	3	4	3	3	3	6	4	3	3	1
GCF_000468955.1	Lactococcus cremoris	0	2	0	0	3	1	0	3	4	1	3	2	6	4	3	3	1
GCF_018403745.1	Lactococcus formosensis	0	3	0	1	3	1	0	3	6	3	1	3	6	4	3	1	1
GCF_002441655.1	Lactococcus fujiensis	0	2	1	0	1	2	0	2	5	3	2	1	6	0	0	3	1
GCF_016026695.1	Lactococcus garvieae	0	3	0	1	3	1	0	3	6	3	0	3	6	4	3	2	1
GCF_009601015.1	Lactococcus hircilactis	0	2	0	0	1	1	0	2	2	3	1	2	6	0	3	1	1
GCF_011170085.1	Lactococcus hodotermopsidis	0	2	1	1	2	1	0	3	3	3	2	1	6	4	2	3	1
GCF_943193185.1	Lactococcus ileimucosae	0	2	0	0	2	1	0	3	6	3	1	3	6	4	3	3	1
GCF_011170065.1	Lactococcus insecticola	0	2	1	1	2	1	0	3	3	3	3	3	6	3	1	3	1
GCF_020463755.1	Lactococcus lactis	0	3	0	0	2	1	0	3	5	1	3	1	6	4	3	3	2
GCF_013449735.1	Lactococcus laudensis	0	2	2	1	3	1	0	3	4	3	3	2	6	4	3	3	3
GCF_943192955.1	Lactococcus muris	0	2	0	1	3	1	0	3	6	3	1	3	6	4	3	2	1
GCF_018403765.1	Lactococcus nasutitermitis	0	2	0	1	1	2	0	3	4	3	1	2	6	4	3	3	1
GCF_006770285.1	Lactococcus paracarnosus	0	2	0	1	2	0	1	3	5	3	2	1	6	4	3	3	1
GCF_023499275.1	Lactococcus petauri	0	3	0	0	3	1	0	3	6	3	2	3	6	4	3	2	1
GCF_002441695.1	Lactococcus piscium	0	2	0	1	2	0	1	3	6	3	2	0	6	4	0	3	1
GCF_001591745.1	Lactococcus plantarum	0	0	1	1	2	1	0	3	6	3	3	1	6	4	1	3	3
GCF_006965445.1	Lactococcus protaetiae	0	2	0	0	0	0	0	3	5	0	1	1	3	4	3	3	1
GCF_002310475.1	Lactococcus raffinolactis	0	2	1	1	3	1	0	3	5	3	3	2	6	4	3	3	3
GCF_002260845.1	Lactococcus reticulitermitis	0	2	1	1	3	1	0	3	4	3	3	1	6	4	2	3	3
GCF_017068355.1	Lactococcus taiwanensis	0	2	0	1	1	1	0	3	4	1	3	1	6	4	3	3	1
GCF_003116835.1	Lactococcus termiticola	0	3	0	0	1	1	0	3	3	1	3	2	5	4	1	1	1
GCF_014202895.1	Lactovum miscens	0	0	0	0	2	1	0	2	2	2	0	0	2	4	2	1	1
GCF_003946655.1	Lapidilactobacillus achengensis	3	0	3	3	3	2	2	3	7	3	3	2	6	3	3	2	3
GCF_003946695.1	Lapidilactobacillus bayanensis	3	0	3	3	4	3	1	3	8	1	2	1	6	4	3	0	3
GCF_007989025.1	Lapidilactobacillus concavus	3	0	3	3	2	3	2	3	9	2	2	1	6	4	3	1	3
GCF_008831385.1	Lapidilactobacillus dextrinicus	3	0	3	3	4	3	1	3	9	1	2	0	6	4	3	0	3
GCF_003946675.1	Lapidilactobacillus gannanensis	3	0	3	3	2	2	3	3	8	3	3	0	6	4	3	2	3
GCF_024345205.1	Lapidilactobacillus luobeiensis	3	0	3	3	3	3	2	3	8	3	3	1	6	4	3	2	3
GCF_003946215.1	Lapidilactobacillus mulanensis	3	0	3	3	1	3	2	3	9	2	1	1	6	4	3	1	3
GCF_003946645.1	Lapidilactobacillus wuchangensis	3	0	3	3	2	2	1	3	8	3	3	0	6	4	3	2	3
GCF_004101845.1	Latilactobacillus curvatus	3	3	2	3	3	3	3	3	10	3	3	3	6	0	3	3	3
GCF_905332535.1	Latilactobacillus fragifolii	3	3	2	3	3	3	3	3	10	3	3	3	6	0	3	3	3
GCF_900258455.1	Latilactobacillus fuchuensis	3	3	3	3	3	3	3	3	10	3	3	3	6	0	3	3	3
GCF_009025875.1	Latilactobacillus graminis	3	3	2	3	3	3	3	2	10	3	3	3	6	0	3	3	3
GCF_009676365.1	Latilactobacillus sakei	3	3	1	3	3	3	3	3	9	3	3	3	6	0	3	3	3
GCF_018314255.1	Lentilactobacillus buchneri	3	3	1	3	2	3	3	3	8	3	3	3	4	3	2	3	3
GCF_000785105.2	Lentilactobacillus curieae	3	2	2	3	2	2	3	3	6	3	3	1	6	3	3	3	3
GCF_001434255.1	Lentilactobacillus diolivorans	3	3	2	3	2	3	3	3	8	3	3	3	3	1	2	3	3
GCF_001435875.1	Lentilactobacillus farraginis	3	3	3	3	2	3	3	2	9	3	3	3	6	4	3	3	3
GCF_016860605.1	Lentilactobacillus fungorum	3	1	2	3	2	3	3	3	9	3	3	3	5	2	2	3	3
GCF_009832765.1	Lentilactobacillus hilgardii	3	3	1	3	2	3	3	3	9	3	3	3	5	3	3	3	3
GCF_009739535.1	Lentilactobacillus kefiri	3	3	2	3	2	3	3	3	8	3	3	3	3	3	2	3	3
GCF_001434135.1	Lentilactobacillus kisonensis	3	3	2	3	2	3	3	3	9	3	3	3	6	3	2	3	3
GCF_003864335.1	Lentilactobacillus kosonis	3	3	2	0	2	2	3	0	4	3	0	3	2	3	3	3	0
GCF_013184075.1	Lentilactobacillus kribbianus	3	0	1	3	0	3	3	3	10	3	3	3	0	1	3	3	3
GCF_020616595.1	Lentilactobacillus laojiaonis	3	3	2	2	1	2	3	3	7	3	3	2	0	3	3	3	3
GCF_001434145.1	Lentilactobacillus otakiensis	3	3	0	3	2	3	3	3	8	3	3	3	3	3	3	3	3
GCF_014879295.1	Lentilactobacillus parabuchneri	3	3	2	3	2	3	3	3	8	3	3	3	4	3	3	3	3
GCF_005864225.1	Lentilactobacillus parafarraginis	3	3	2	3	2	3	3	0	9	3	3	3	5	2	2	3	3
GCF_002276885.1	Lentilactobacillus parakefiri	3	3	1	3	3	2	3	3	9	3	3	3	4	3	2	3	3
GCF_900411375.1	Lentilactobacillus raoultii	3	3	2	3	2	3	3	3	9	3	3	3	4	4	2	3	3
GCF_001436255.1	Lentilactobacillus rapi	3	3	2	3	2	3	3	3	9	3	3	3	6	1	3	3	3
GCF_001436555.1	Lentilactobacillus senioris	3	2	1	3	3	3	3	3	8	3	3	3	4	1	3	3	3
GCF_001766745.1	Lentilactobacillus sunkii	3	3	0	3	2	3	3	3	9	3	3	3	3	1	2	3	3
GCF_007954525.1	Leuconostoc carnosum	3	0	0	0	2	0	0	0	4	3	0	0	1	0	0	0	0
GCF_007954785.1	Leuconostoc citreum	2	1	0	0	2	0	0	0	3	3	0	0	1	0	0	0	0
GCF_025211425.1	Leuconostoc falkenbergense	3	1	1	0	1	0	0	0	4	3	0	0	1	0	0	1	0
GCF_004354645.1	Leuconostoc fallax	0	1	0	2	0	0	0	0	4	3	0	0	0	0	0	0	0
GCF_000196855.1	Leuconostoc gasicomitatum	2	1	0	0	2	0	0	0	5	3	0	0	0	0	0	0	0
GCF_000298875.1	Leuconostoc gelidum	1	1	0	1	1	0	0	0	4	3	0	0	0	0	0	0	0
GCF_019655995.1	Leuconostoc holzapfelii	2	1	0	0	2	0	0	0	5	3	0	0	0	0	0	0	0
GCF_019656015.1	Leuconostoc inhae	3	1	0	1	1	0	0	0	4	3	0	0	0	0	0	0	0
GCF_000092505.1	Leuconostoc kimchii	2	1	0	1	3	0	0	0	4	3	0	0	0	0	0	0	0
GCF_007954605.1	Leuconostoc lactis	2	1	0	0	2	0	0	0	4	3	0	0	0	0	0	0	0
GCF_008107645.1	Leuconostoc litchii	3	1	1	0	1	0	0	0	5	3	0	0	0	0	0	1	0
GCF_009913915.1	Leuconostoc mesenteroides	3	1	0	1	1	0	0	0	5	3	0	0	0	0	0	0	0
GCF_019656055.1	Leuconostoc miyukkimchii	3	1	0	0	2	0	0	0	4	2	0	0	0	0	0	0	0
GCF_019656075.1	Leuconostoc palmae	2	1	0	1	2	0	0	0	5	3	0	0	1	0	0	0	0
GCF_016127255.1	Leuconostoc pseudomesenteroides	3	1	1	0	1	0	0	0	5	3	0	0	1	0	0	1	0
GCF_019656095.1	Leuconostoc rapi	2	1	0	1	2	0	0	0	3	3	0	0	0	0	0	0	0
GCF_900289205.1	Leuconostoc suionicum	3	1	0	1	1	0	0	0	5	3	0	0	0	0	0	0	0
GCF_001434835.1	Levilactobacillus acidifarinae	3	3	2	3	1	3	3	3	9	3	3	3	6	2	3	3	3
GCF_016861695.1	Levilactobacillus andaensis	3	3	2	3	1	3	3	3	9	3	3	3	6	4	3	3	3
GCF_003946085.1	Levilactobacillus angrenensis	3	3	1	3	0	3	3	3	10	3	3	3	6	4	3	3	3
GCF_003124125.1	Levilactobacillus bambusae	3	3	2	3	2	3	3	2	8	3	3	3	3	2	3	3	3
GCF_003813165.1	Levilactobacillus brevis	3	3	1	3	2	3	3	3	9	3	3	3	5	3	3	3	3
GCF_003946245.1	Levilactobacillus cerevisiae	3	3	2	3	0	3	3	0	8	3	3	3	6	3	3	3	3
GCF_007115095.1	Levilactobacillus enshiensis	3	3	2	3	0	3	3	3	9	3	3	3	6	3	3	3	3
GCF_003946335.1	Levilactobacillus fujinensis	3	3	2	3	0	3	3	3	9	3	3	3	6	3	3	3	3
GCF_003946395.1	Levilactobacillus fuyuanensis	3	3	2	3	0	3	3	3	9	3	3	3	6	4	3	3	3
GCF_001434395.1	Levilactobacillus hammesii	3	3	2	3	0	3	3	3	9	3	3	3	6	2	3	3	3
GCF_003946145.1	Levilactobacillus huananensis	3	3	2	3	2	3	3	3	9	3	3	3	6	3	3	3	3
GCF_024345185.1	Levilactobacillus humaensis	3	3	2	3	1	3	3	3	9	3	3	3	6	3	3	3	3
GCF_001050435.1	Levilactobacillus koreensis	3	3	2	3	0	3	3	3	9	3	3	3	6	3	3	3	3
GCF_016861655.1	Levilactobacillus lanxiensis	3	3	2	3	0	3	3	0	10	3	3	3	6	3	3	3	3
GCF_003946095.1	Levilactobacillus lindianensis	3	3	2	3	1	3	3	3	9	3	3	3	6	4	3	3	3
GCF_003946045.1	Levilactobacillus mulengensis	3	3	2	3	0	3	3	0	10	3	3	3	6	3	3	3	3
GCF_007992015.1	Levilactobacillus namurensis	3	3	2	3	0	2	3	3	8	3	3	3	3	3	3	3	3
GCF_001434055.1	Levilactobacillus parabrevis	3	3	2	3	2	3	3	3	9	3	3	3	6	4	3	3	3
GCF_001437125.1	Levilactobacillus paucivorans	3	3	2	3	1	3	3	3	9	3	3	3	6	3	3	3	3
GCF_001592085.1	Levilactobacillus senmaizukei	3	3	2	3	1	3	3	3	9	3	3	3	6	2	3	3	3
GCF_000965255.1	Levilactobacillus spicheri	3	3	1	3	1	3	3	3	8	3	3	3	6	3	3	3	3
GCF_014069315.1	Levilactobacillus suantsaii	3	3	0	3	1	3	3	3	9	3	3	3	6	2	3	3	3
GCF_004745505.1	Levilactobacillus suantsaiihabitans	3	3	2	3	0	3	3	3	9	3	3	3	6	4	3	3	3
GCF_003946545.1	Levilactobacillus tangyuanensis	3	3	2	3	1	2	3	3	9	3	3	3	6	3	3	3	3
GCF_003946345.1	Levilactobacillus tongjiangensis	3	3	2	3	0	3	3	3	9	3	3	3	6	3	3	3	3
GCF_022509905.1	Levilactobacillus tujiorum	3	3	2	3	2	3	3	3	4	3	3	3	6	3	3	3	3
GCF_016861585.1	Levilactobacillus wangkuiensis	3	3	2	3	0	3	3	0	10	3	3	3	6	3	3	3	3
GCF_024718525.1	Levilactobacillus yiduensis	3	3	2	3	0	3	3	3	10	3	3	3	6	4	3	3	3
GCF_003946265.1	Levilactobacillus yonginensis	3	3	2	3	0	3	3	3	9	3	3	3	6	2	3	3	3
GCF_009295845.1	Levilactobacillus zymae	3	3	2	3	0	2	3	3	10	3	3	3	6	3	3	3	3
GCF_900116935.1	Ligilactobacillus acidipiscis	3	3	2	3	2	3	3	1	9	3	3	2	4	0	3	3	3
GCF_025311475.1	Ligilactobacillus agilis	3	3	1	3	1	3	3	1	4	3	3	3	4	4	2	3	3
GCF_009933595.1	Ligilactobacillus animalis	0	3	2	3	2	3	3	2	6	3	3	3	6	4	3	3	3
GCF_001434405.1	Ligilactobacillus apodemi	0	3	2	3	2	3	3	2	7	3	3	3	6	4	3	3	3
GCF_001435375.1	Ligilactobacillus araffinosus	3	3	2	3	3	3	3	1	5	3	3	3	5	4	3	3	3
GCF_001436315.1	Ligilactobacillus aviarius	3	3	2	3	3	3	3	2	6	3	3	3	5	4	3	3	3
GCF_000423245.1	Ligilactobacillus ceti	3	3	2	3	1	3	3	2	7	3	3	3	4	4	2	3	3
GCF_000504525.1	Ligilactobacillus equi	3	3	2	2	1	3	3	3	4	3	3	3	3	2	2	2	2
GCF_029889745.1	Ligilactobacillus faecis	0	2	2	3	2	3	3	2	6	3	3	3	6	3	3	3	3
GCF_001434455.1	Ligilactobacillus hayakitensis	3	3	2	3	3	3	3	2	5	3	3	3	3	4	3	3	3
GCF_003288115.1	Ligilactobacillus murinus	0	3	2	3	2	3	3	2	7	3	3	3	6	4	3	3	3
GCF_022836475.1	Ligilactobacillus pabuli	3	3	2	3	1	2	3	2	5	3	3	3	4	0	3	3	3
GCF_007991295.1	Ligilactobacillus pobuzihii	3	3	2	3	2	3	3	2	8	3	3	2	3	0	2	3	3
GCF_000224985.1	Ligilactobacillus ruminis	3	3	0	3	1	3	3	2	5	3	3	3	4	4	3	3	0
GCF_000317165.1	Ligilactobacillus saerimneri	3	3	2	3	1	3	3	2	5	3	3	3	4	4	3	3	3
GCF_003864415.1	Ligilactobacillus salitolerans	3	3	2	3	1	3	3	2	8	3	3	2	3	0	3	3	3
GCF_900094615.1	Ligilactobacillus salivarius	3	3	2	3	3	3	3	3	9	3	3	3	3	4	3	3	3
GCF_024160875.1	Ligilactobacillus ubinensis	3	3	2	3	1	3	3	2	10	3	3	3	4	3	3	3	2
GCF_943193105.1	Limosilactobacillus agrestimuris	3	3	1	2	3	3	3	0	9	3	0	3	3	4	3	2	2
GCF_021168665.1	Limosilactobacillus agrestis	0	2	2	2	0	3	3	0	4	3	0	3	3	4	2	2	2
GCF_021168615.1	Limosilactobacillus albertensis	3	1	2	2	0	3	3	0	8	3	0	3	3	4	0	2	2
GCF_016900115.1	Limosilactobacillus alvi	3	3	1	2	2	3	3	0	8	3	0	3	0	3	2	0	2
GCF_000160835.1	Limosilactobacillus antri	3	3	1	2	0	3	3	0	7	3	0	3	0	4	3	2	3
GCF_014836425.1	Limosilactobacillus avistercoris	3	3	1	2	3	3	3	0	9	3	0	3	3	4	3	2	2
GCF_014145615.1	Limosilactobacillus balticus	3	1	2	2	0	3	3	0	4	3	0	3	3	4	3	2	2
GCF_900156885.1	Limosilactobacillus caccae	3	2	3	2	0	3	3	0	7	3	0	3	1	4	2	2	2
GCF_943192935.1	Limosilactobacillus caecicola	3	3	1	2	1	3	2	1	7	3	0	3	0	4	1	2	0
GCF_014635905.1	Limosilactobacillus caviae	3	1	2	2	0	3	3	0	9	3	0	3	3	4	0	2	2
GCF_001435245.1	Limosilactobacillus equigenerosi	3	3	0	2	3	2	0	1	7	3	0	1	0	1	2	2	0
GCF_021168825.1	Limosilactobacillus fastidiosus	3	3	1	2	3	3	3	0	8	3	0	3	3	4	3	2	2
GCF_029961225.1	Limosilactobacillus fermentum	3	3	0	2	5	3	3	0	6	3	0	3	0	1	2	2	0
GCF_008876665.1	Limosilactobacillus frumenti	3	2	1	2	1	3	3	0	5	3	0	3	3	4	3	3	2
GCF_001434365.1	Limosilactobacillus gastricus	3	3	0	2	5	3	3	3	10	3	0	3	0	0	1	2	0
GCF_001293735.1	Limosilactobacillus gorillae	3	3	1	2	6	2	3	0	5	3	0	2	0	4	3	2	1
GCF_000312405.1	Limosilactobacillus ingluviei	3	2	0	2	1	2	3	0	8	3	0	3	0	2	2	0	2
GCF_026413145.1	Limosilactobacillus kribbianus	3	2	2	2	0	3	3	0	8	3	0	3	1	4	3	2	1
GCF_014898655.1	Limosilactobacillus mucosae	3	1	1	2	5	0	3	0	9	3	0	3	0	4	2	2	2
GCF_025311495.1	Limosilactobacillus oris	3	3	1	2	0	3	3	0	7	3	0	3	0	4	3	2	3
GCF_001435935.1	Limosilactobacillus panis	3	2	0	2	1	3	3	0	8	3	0	3	0	4	3	2	3
GCF_009428965.1	Limosilactobacillus pontis	3	1	1	2	3	3	3	0	7	3	0	3	1	3	2	1	3
GCF_028607025.1	Limosilactobacillus portuensis	3	3	1	2	3	3	3	0	8	3	0	3	3	4	1	2	2
GCF_003703885.1	Limosilactobacillus reuteri	3	1	1	2	0	3	3	0	9	3	0	3	3	4	3	2	2
GCF_021168575.1	Limosilactobacillus rudii	3	2	2	2	0	3	3	0	6	3	0	3	3	4	1	2	2
GCF_001437055.1	Limosilactobacillus secaliphilus	3	3	0	2	0	3	3	1	8	3	0	3	0	3	3	3	2
GCF_932750685.1	Limosilactobacillus urinaemulieris	3	3	1	2	3	3	3	0	8	3	0	3	3	4	1	2	2
GCF_025311515.1	Limosilactobacillus vaginalis	3	3	1	2	3	3	3	0	7	3	0	3	3	4	3	2	2
GCF_014830205.1	Limosilactobacillus walteri	3	2	1	2	0	3	3	0	6	3	0	3	3	4	3	2	2
GCF_001436755.1	Liquorilactobacillus aquaticus	3	3	2	3	1	3	3	2	9	3	3	3	6	4	2	3	3
GCF_001436735.1	Liquorilactobacillus cacaonum	3	3	2	3	1	3	3	2	9	3	3	2	5	4	1	3	3
GCF_001434915.1	Liquorilactobacillus capillatus	3	3	2	3	1	2	3	2	9	3	3	3	6	4	2	3	3
GCF_001435235.1	Liquorilactobacillus ghanensis	3	3	2	3	1	3	3	2	10	3	3	2	5	4	2	3	3
GCF_019443985.1	Liquorilactobacillus hordei	3	3	2	3	1	3	3	2	9	3	3	2	6	4	3	3	3
GCF_009184705.1	Liquorilactobacillus mali	3	3	3	3	1	3	3	2	9	3	3	1	6	4	3	3	3
GCF_019444005.1	Liquorilactobacillus nagelii	3	3	2	3	1	3	3	3	7	3	3	3	5	4	3	3	3
GCF_001436275.1	Liquorilactobacillus oeni	3	3	2	3	1	3	3	2	10	3	3	3	5	4	3	3	3
GCF_001435195.1	Liquorilactobacillus satsumensis	3	3	2	3	1	3	3	2	8	3	3	3	5	4	2	3	3
GCF_029916425.1	Liquorilactobacillus sicerae	3	0	2	3	1	3	3	3	8	3	3	2	5	3	3	3	3
GCF_001436705.1	Liquorilactobacillus sucicola	3	2	2	3	1	3	3	2	9	3	3	3	6	4	2	3	3
GCF_001434935.1	Liquorilactobacillus uvarum	3	3	2	3	1	3	3	2	6	3	3	3	6	3	2	3	3
GCF_001435395.1	Liquorilactobacillus vini	3	3	2	3	1	3	3	3	9	3	3	0	3	2	2	3	3
GCF_001663675.1	Loigolactobacillus backii	3	3	3	3	3	3	3	3	10	3	3	3	6	3	3	3	3
GCF_009650015.1	Loigolactobacillus bifermentans	3	3	2	3	2	3	3	3	10	3	3	3	6	4	3	3	3
GCF_005405165.1	Loigolactobacillus binensis	3	3	2	3	2	3	3	3	10	3	3	3	6	4	3	3	3
GCF_002706425.1	Loigolactobacillus coryniformis	3	3	3	3	2	3	3	3	10	3	3	3	6	4	3	3	3
GCF_003950295.1	Loigolactobacillus iwatensis	3	3	3	3	3	3	3	3	10	3	3	3	6	3	3	3	3
GCF_003946445.1	Loigolactobacillus jiayinensis	3	3	2	3	2	3	3	3	10	3	3	3	6	4	3	3	3
GCF_001436505.1	Loigolactobacillus rennini	3	3	1	3	3	3	3	3	10	3	3	3	6	3	3	3	3
GCF_003946385.1	Loigolactobacillus zhaoyuanensis	3	3	2	3	2	3	3	3	10	3	3	3	6	3	3	3	3
GCF_017599325.1	Marinilactibacillus kalidii	3	0	2	3	2	2	3	3	16	2	3	3	6	4	3	2	3
GCF_900114235.1	Marinilactibacillus piezotolerans	3	3	2	3	4	2	3	3	8	2	3	3	6	4	3	2	3
GCF_007989385.1	Marinilactibacillus psychrotolerans	3	3	2	3	2	3	3	3	8	3	3	3	6	4	3	2	3
GCF_003966875.1	Melissococcus plutonius	3	3	1	3	3	3	3	3	3	2	3	3	6	4	3	3	3
GCF_023380205.1	Nicoliella spurrieriana	0	3	2	3	2	3	3	0	7	3	3	0	3	4	3	3	3
GCF_000241055.1	Oenococcus kitaharae	3	0	0	1	0	0	0	0	1	2	0	0	0	0	0	0	0
GCF_020510245.1	Oenococcus oeni	2	0	0	0	0	0	0	0	4	2	0	0	1	0	0	0	0
GCF_004102045.2	Oenococcus sicerae	1	0	0	1	1	0	0	0	3	1	0	0	1	0	0	0	0
GCF_000829395.1	Paucilactobacillus hokkaidonensis	3	3	2	3	1	3	3	3	9	3	3	2	5	4	3	3	3
GCF_005405145.1	Paucilactobacillus kaifaensis	3	3	2	3	1	3	3	2	10	3	3	2	3	3	3	3	3
GCF_008632615.1	Paucilactobacillus nenjiangensis	3	3	0	3	3	3	3	3	9	3	3	2	4	1	3	3	3
GCF_900015005.1	Paucilactobacillus oligofermentans	3	3	0	2	1	3	3	3	10	3	3	2	4	1	3	3	3
GCF_001434475.1	Paucilactobacillus suebicus	3	3	2	2	1	3	3	3	9	3	3	1	3	3	3	3	3
GCF_001436295.1	Paucilactobacillus vaccinostercus	3	3	2	3	1	3	3	3	10	3	3	2	3	1	3	3	3
GCF_000876205.1	Paucilactobacillus wasatchensis	3	3	1	3	1	3	3	3	10	3	3	2	3	1	3	3	3
GCF_013127755.1	Pediococcus acidilactici	3	3	2	3	2	3	3	0	8	3	3	3	0	0	3	3	3
GCF_001437605.1	Pediococcus argentinicus	3	3	2	3	3	3	3	1	10	3	3	3	3	0	3	3	3
