RepName	Prediction	RepSeq	Total	SeqList
MurD.1	MurD	WP_084098758.1	5	['WP_084098758.1', 'WP_060776242.1', 'WP_026465395.1', 'WP_003143559.1', 'WP_067979850.1']
MurD.2	MurD	WP_006907375.1	3	['WP_006907375.1', 'WP_235991430.1', 'WP_245694845.1']
MurD.3	MurD	WP_101954344.1	18	['WP_101954344.1', 'WP_218931098.1', 'WP_138403646.1', 'WP_035420181.1', 'WP_006308025.1', 'WP_118990872.1', 'WP_248416029.1', 'WP_153861828.1', 'WP_023390943.1', 'WP_078756009.1', 'WP_284630263.1', 'WP_006418440.1', 'WP_124057546.1', 'WP_069661612.1', 'WP_010762860.1', 'WP_025873349.1', 'WP_208926960.1', 'WP_092085125.1']
MurD.4	MurD	WP_067626239.1	562	['WP_067626239.1', 'WP_010759620.1', 'WP_071856465.1', 'WP_016180551.1', 'WP_114524708.1', 'WP_137609825.1', 'WP_137612676.1', 'WP_137617546.1', 'WP_137663346.1', 'WP_216428432.1', 'WP_218256101.1', 'WP_071874973.1', 'WP_009490061.1', 'WP_003776256.1', 'WP_018659476.1', 'WP_018370678.1', 'WP_199575288.1', 'WP_258511728.1', 'WP_035618132.1', 'WP_023177385.1', 'WP_028273793.1', 'WP_034550724.1', 'WP_035053622.1', 'WP_035028879.1', 'WP_007723042.1', 'WP_057827722.1', 'WP_054776513.1', 'WP_119908222.1', 'WP_146622407.1', 'WP_089978476.1', 'WP_092652586.1', 'WP_092091951.1', 'WP_092479685.1', 'WP_034548204.1', 'WP_085560272.1', 'WP_229251770.1', 'WP_018366890.1', 'WP_075104002.1', 'WP_102777472.1', 'WP_003108170.1', 'WP_146567853.1', 'WP_165993645.1', 'WP_168549108.1', 'WP_018372941.1', 'WP_115270663.1', 'WP_115243004.1', 'WP_018029372.1', 'WP_027107363.1', 'WP_027971188.1', 'WP_011922693.1', 'WP_006148101.1', 'WP_006145210.1', 'WP_008090668.1', 'WP_032909506.1', 'WP_000863060.1', 'WP_003101028.1', 'WP_026183406.1', 'WP_018365139.1', 'WP_018368754.1', 'WP_026217157.1', 'WP_026217394.1', 'WP_018381297.1', 'WP_029691806.1', 'WP_027975756.1', 'WP_027973995.1', 'WP_037615956.1', 'WP_045611986.1', 'WP_093650989.1', 'WP_021001380.1', 'WP_057490691.1', 'WP_000849678.1', 'WP_062709696.1', 'WP_067088312.1', 'WP_003097447.1', 'WP_071792686.1', 'WP_076995373.1', 'WP_000863035.1', 'WP_061100194.1', 'WP_104968314.1', 'WP_116877875.1', 'WP_109289756.1', 'WP_002959459.1', 'WP_117745075.1', 'WP_119877049.1', 'WP_120171376.1', 'WP_120718893.1', 'WP_023022461.1', 'WP_120769936.1', 'WP_121834868.1', 'WP_126466544.1', 'WP_132972464.1', 'WP_135781862.1', 'WP_061100194.1', 'WP_140223987.1', 'WP_140833127.1', 'WP_140813794.1', 'WP_003089355.1', 'WP_002283413.1', 'WP_074626069.1', 'WP_164405420.1', 'WP_043878529.1', 'WP_186832596.1', 'WP_006531562.1', 'WP_046176957.1', 'WP_199544448.1', 'WP_205009453.1', 'WP_205016365.1', 'WP_024052071.1', 'WP_209627122.1', 'WP_209551631.1', 'WP_200772190.1', 'WP_212573012.1', 'WP_061864278.1', 'WP_219966826.1', 'WP_237395326.1', 'WP_253365932.1', 'WP_173275663.1', 'WP_269725733.1', 'WP_075566802.1', 'WP_074533843.1', 'WP_074486709.1', 'WP_075099783.1', 'WP_006269882.1', 'WP_115324971.1', 'WP_004228139.1', 'WP_013903210.1', 'WP_003078524.1', 'WP_038431458.1', 'WP_005592370.1', 'WP_020916366.1', 'WP_003078253.1', 'WP_126403897.1', 'WP_006740402.1', 'WP_000863074.1', 'WP_037598888.1', 'WP_061603747.1', 'WP_003083818.1', 'WP_014634251.1', 'WP_011225774.1', 'WP_251457928.1', 'WP_261814104.1', 'WP_023858951.1', 'WP_060777996.1', 'WP_067972075.1', 'WP_003127636.1', 'WP_015695140.1', 'WP_126808079.1', 'WP_244055849.1', 'WP_010494675.1', 'WP_017868305.1', 'WP_035168576.1', 'WP_053950254.1', 'WP_056978014.1', 'WP_025024230.1', 'WP_068224853.1', 'WP_120784196.1', 'WP_125589509.1', 'WP_125980236.1', 'WP_057812036.1', 'WP_140924203.1', 'WP_057903550.1', 'WP_172187239.1', 'WP_203621141.1', 'WP_217304336.1', 'WP_054450224.1', 'WP_220729846.1', 'WP_227361327.1', 'WP_010740485.1', 'WP_054648854.1', 'WP_054749293.1', 'WP_172356443.1', 'WP_068162003.1', 'WP_172208447.1', 'WP_182589008.1', 'WP_268869334.1', 'WP_003668324.1', 'WP_182600371.1', 'WP_054278676.1', 'WP_027970653.1', 'WP_206156362.1', 'WP_025021649.1', 'WP_087118323.1', 'WP_009553653.1', 'WP_025086867.1', 'WP_260903127.1', 'WP_280606158.1', 'WP_225428518.1', 'WP_034526164.1', 'WP_041093894.1', 'WP_044011065.1', 'WP_045808020.1', 'WP_048735806.1', 'WP_056941855.1', 'WP_020088815.1', 'WP_057733794.1', 'WP_010622430.1', 'WP_056948168.1', 'WP_056965918.1', 'WP_057777404.1', 'WP_054736868.1', 'WP_057879412.1', 'WP_057706689.1', 'WP_061775872.1', 'WP_056996715.1', 'WP_065902942.1', 'WP_089109158.1', 'WP_089088577.1', 'WP_098825159.1', 'WP_003677485.1', 'WP_109249349.1', 'WP_056952347.1', 'WP_164475126.1', 'WP_124974912.1', 'WP_125577069.1', 'WP_125546842.1', 'WP_125572720.1', 'WP_225428401.1', 'WP_164507194.1', 'WP_164510586.1', 'WP_125693748.1', 'WP_125700087.1', 'WP_125707959.1', 'WP_125639709.1', 'WP_089137015.1', 'WP_135368468.1', 'WP_137625836.1', 'WP_137607336.1', 'WP_137616411.1', 'WP_137629314.1', 'WP_137640343.1', 'WP_137634804.1', 'WP_137597167.1', 'WP_137630505.1', 'WP_130843166.1', 'WP_137645370.1', 'WP_137643686.1', 'WP_191988192.1', 'WP_146993591.1', 'WP_056944458.1', 'WP_010620116.1', 'WP_057907807.1', 'WP_225430821.1', 'WP_155432179.1', 'WP_017262811.1', 'WP_129031805.1', 'WP_203649098.1', 'WP_203641929.1', 'WP_218324884.1', 'WP_168850078.1', 'WP_168925589.1', 'WP_260116236.1', 'WP_261810250.1', 'WP_208909377.1', 'WP_260344900.1', 'WP_178942281.1', 'WP_106483117.1', 'WP_057744973.1', 'WP_057736018.1', 'WP_056959994.1', 'WP_057870909.1', 'WP_057906856.1', 'WP_057896622.1', 'WP_056967418.1', 'WP_057828950.1', 'WP_057875844.1', 'WP_112286385.1', 'WP_003690125.1', 'WP_057869024.1', 'WP_057886917.1', 'WP_253359664.1', 'WP_057740810.1', 'WP_180870084.1', 'WP_012390998.1', 'WP_251547025.1', 'WP_065870081.1', 'WP_070229760.1', 'WP_187529394.1', 'WP_010372687.1', 'WP_003608219.1', 'WP_115471178.1', 'WP_206213488.1', 'WP_112788370.1', 'WP_208558844.1', 'WP_125750351.1', 'WP_054722726.1', 'WP_057893533.1', 'WP_125707176.1', 'WP_054715399.1', 'WP_091635039.1', 'WP_091489084.1', 'WP_146924358.1', 'WP_091527783.1', 'WP_056995372.1', 'WP_125070967.1', 'WP_057717468.1', 'WP_003644611.1', 'WP_021732122.1', 'WP_040458733.1', 'WP_093625635.1', 'WP_056937017.1', 'WP_047767488.1', 'WP_150204240.1', 'WP_057752630.1', 'WP_057808097.1', 'WP_153710633.1', 'WP_191667669.1', 'WP_191683689.1', 'WP_056968407.1', 'WP_182595924.1', 'WP_182597961.1', 'WP_182579987.1', 'WP_260900450.1', 'WP_098044990.1', 'WP_267202087.1', 'WP_102169026.1', 'WP_057890327.1', 'WP_076462288.1', 'WP_102281246.1', 'WP_242336495.1', 'WP_251576473.1', 'WP_008841357.1', 'WP_057799761.1', 'WP_056997751.1', 'WP_009167176.1', 'WP_056957548.1', 'WP_066023819.1', 'WP_252750421.1', 'WP_252796551.1', 'WP_252767005.1', 'WP_252795386.1', 'WP_252779672.1', 'WP_168722036.1', 'WP_133362522.1', 'WP_230097171.1', 'WP_230098580.1', 'WP_068991437.1', 'WP_070793163.1', 'WP_070788260.1', 'WP_120772036.1', 'WP_251421877.1', 'WP_078806923.1', 'WP_071456409.1', 'WP_079347399.1', 'WP_125957088.1', 'WP_257701548.1', 'WP_081133890.1', 'WP_071855930.1', 'WP_063626753.1', 'WP_071868211.1', 'WP_071865930.1', 'WP_126813312.1', 'WP_002286638.1', 'WP_209527543.1', 'WP_002291860.1', 'WP_109245626.1', 'WP_021037556.1', 'WP_142767145.1', 'WP_004259085.1', 'WP_205871705.1', 'WP_165711401.1', 'WP_213534151.1', 'WP_129880948.1', 'WP_064305289.1', 'WP_251712316.1', 'WP_048604881.1', 'WP_015510165.1', 'WP_002355895.1', 'WP_010764040.1', 'WP_010771241.1', 'WP_016172514.1', 'WP_016175672.1', 'WP_010754121.1', 'WP_016184574.1', 'WP_069646237.1', 'WP_069655289.1', 'WP_069639246.1', 'WP_069699181.1', 'WP_040365982.1', 'WP_071876634.1', 'WP_088269706.1', 'WP_095007103.1', 'WP_137605029.1', 'WP_161868323.1', 'WP_173102605.1', 'WP_244351534.1', 'WP_122645333.1', 'WP_094784942.1', 'WP_061773775.1', 'WP_096813845.1', 'WP_031366222.1', 'WP_079507353.1', 'WP_109835321.1', 'WP_180747397.1', 'WP_124005043.1', 'WP_016183293.1', 'WP_028789970.1', 'WP_068707096.1', 'WP_014124148.1', 'WP_123935893.1', 'WP_016251193.1', 'WP_125599230.1', 'WP_014073720.1', 'WP_034558721.1', 'WP_048000028.1', 'WP_057874246.1', 'WP_057806910.1', 'WP_057752244.1', 'WP_062913081.1', 'WP_057773050.1', 'WP_125552091.1', 'WP_125766574.1', 'WP_137637753.1', 'WP_057783935.1', 'WP_057891048.1', 'WP_059074163.1', 'WP_230912538.1', 'WP_261805735.1', 'WP_039144908.1', 'WP_127848886.1', 'WP_056975320.1', 'WP_125571957.1', 'WP_155285922.1', 'WP_129044826.1', 'WP_010623870.1', 'WP_099974640.1', 'WP_125714233.1', 'WP_024625023.1', 'WP_035451558.1', 'WP_125548786.1', 'WP_045922892.1', 'WP_046316661.1', 'WP_118908313.1', 'WP_125984425.1', 'WP_077276498.1', 'WP_126831411.1', 'WP_166033683.1', 'WP_204652937.1', 'WP_275471057.1', 'WP_057825466.1', 'WP_125578216.1', 'WP_125649003.1', 'WP_137610538.1', 'WP_057757568.1', 'WP_269023520.1', 'WP_112250113.1', 'WP_027827320.1', 'WP_022528101.1', 'WP_057818222.1', 'WP_153495945.1', 'WP_096816979.1', 'WP_160332378.1', 'WP_179395265.1', 'WP_056988913.1', 'WP_057768703.1', 'WP_125703109.1', 'WP_125581073.1', 'WP_125755522.1', 'WP_125584879.1', 'WP_204119206.1', 'WP_225047375.1', 'WP_262316764.1', 'WP_003565159.1', 'WP_025013184.1', 'WP_047677964.1', 'WP_129300848.1', 'WP_010488663.1', 'WP_183538194.1', 'WP_188367704.1', 'WP_203637160.1', 'WP_125696253.1', 'WP_209556156.1', 'WP_067395335.1', 'WP_069634440.1', 'WP_227258852.1', 'WP_136137098.1', 'WP_126791108.1', 'WP_248849370.1', 'WP_106450698.1', 'WP_108031326.1', 'WP_107995931.1', 'WP_119093152.1', 'WP_087033363.1', 'WP_086985426.1', 'WP_086943373.1', 'WP_068623230.1', 'WP_086988346.1', 'WP_136953582.1', 'WP_135253459.1', 'WP_166008342.1', 'WP_221912949.1', 'WP_067063350.1', 'WP_018370885.1', 'WP_286136481.1', 'WP_133441442.1', 'WP_220750943.1', 'WP_281164891.1', 'WP_268869592.1', 'WP_176941847.1', 'WP_091264579.1', 'WP_106190672.1', 'WP_091759495.1', 'WP_091479002.1', 'WP_091897999.1', 'WP_073295236.1', 'WP_062471263.1', 'WP_034685434.1', 'WP_125943398.1', 'WP_166062115.1', 'WP_126821827.1', 'WP_126780656.1', 'WP_275469658.1', 'WP_166163089.1', 'WP_126111135.1', 'WP_089746023.1', 'WP_006703028.1', 'WP_005605978.1', 'WP_071130824.1', 'WP_025084742.1', 'WP_041499477.1', 'WP_048702736.1', 'WP_054643644.1', 'WP_057880130.1', 'WP_056952043.1', 'WP_010020120.1', 'WP_057739294.1', 'WP_119318925.1', 'WP_135370928.1', 'WP_011673543.1', 'WP_057802669.1', 'WP_125676602.1', 'WP_057765619.1', 'WP_076617645.1', 'WP_125702537.1', 'WP_125762658.1', 'WP_125592322.1', 'WP_125712652.1', 'WP_125605300.1', 'WP_153384363.1', 'WP_057867423.1', 'WP_102197183.1', 'WP_120142241.1', 'WP_125567723.1', 'WP_119326932.1', 'WP_057887325.1', 'WP_249514981.1', 'WP_249512978.1', 'WP_057865895.1', 'WP_268872054.1', 'WP_020281846.1', 'WP_035178312.1', 'WP_056981004.1', 'WP_070368608.1', 'WP_057963042.1', 'WP_105956275.1', 'WP_140931475.1', 'WP_056982117.1', 'WP_003555138.1', 'WP_057910857.1', 'WP_203630979.1', 'WP_056939132.1', 'WP_249511519.1', 'WP_121977475.1']
MurD.5	MurD	WP_025728773.1	2	['WP_025728773.1', 'WP_156831850.1']
MurD.6	MurD	WP_056946064.1	49	['WP_056946064.1', 'WP_056946064.1', 'WP_056965903.1', 'WP_011374454.1', 'WP_154242186.1', 'WP_082618859.1', 'WP_117118011.1', 'WP_008469459.1', 'WP_003648600.1', 'WP_003647101.1', 'WP_061400788.1', 'WP_209686545.1', 'WP_210144670.1', 'WP_027825452.1', 'WP_008473359.1', 'WP_009559978.1', 'WP_057809672.1', 'WP_090091761.1', 'WP_046332015.1', 'WP_046324742.1', 'WP_109586214.1', 'WP_109918304.1', 'WP_056969563.1', 'WP_212781411.1', 'WP_220221076.1', 'WP_223901847.1', 'WP_223896628.1', 'WP_109715413.1', 'WP_057797185.1', 'WP_080881472.1', 'WP_013437625.1', 'WP_103662125.1', 'WP_154546982.1', 'WP_025014386.1', 'WP_025079957.1', 'WP_008461153.1', 'WP_002879132.1', 'WP_087175787.1', 'WP_003627666.1', 'WP_006729184.1', 'WP_005718839.1', 'WP_056941281.1', 'WP_201336123.1', 'WP_007125386.1', 'WP_035183512.1', 'WP_006586555.1', 'WP_006584523.1', 'WP_251717316.1', 'WP_003546797.1']
MurE.1	MurE	WP_248661102.1	30	['WP_248661102.1', 'WP_203617089.1', 'WP_213819373.1', 'WP_252773866.1', 'WP_061993758.1', 'WP_089937921.1', 'WP_133264369.1', 'WP_147001231.1', 'WP_168676916.1', 'WP_204769126.1', 'WP_186727982.1', 'WP_220739229.1', 'WP_025267933.1', 'WP_148604772.1', 'WP_031941337.1', 'WP_188356835.1', 'WP_105299671.1', 'WP_010690665.1', 'WP_213792472.1', 'WP_213821320.1', 'WP_213808557.1', 'WP_252441996.1', 'WP_091501471.1', 'WP_220741982.1', 'WP_013102406.1', 'WP_013231503.1', 'WP_014947579.1', 'WP_147000279.1', 'WP_220734026.1', 'WP_059375402.1']
MurE.2	MurE	WP_245750916.1	1	['WP_245750916.1']
MurE.3	MurE	WP_062532741.1	13	['WP_062532741.1', 'WP_166062515.1', 'WP_164544041.1', 'WP_166162315.1', 'WP_176974179.1', 'WP_275658090.1', 'WP_146161814.1', 'WP_159072162.1', 'WP_180687991.1', 'WP_177194472.1', 'WP_143091134.1', 'WP_131814055.1', 'WP_143071380.1']
MurE.4	MurE	WP_150204699.1	1	['WP_150204699.1']
MurE.5	MurE	WP_209530974.1	2	['WP_209530974.1', 'WP_071875062.1']
MurE.6	MurE	WP_072695121.1	5	['WP_072695121.1', 'WP_035052114.1', 'WP_007723219.1', 'WP_226776614.1', 'WP_034545536.1']
MurE.7	MurE	WP_009491926.1	6	['WP_009491926.1', 'WP_126779868.1', 'WP_125942353.1', 'WP_077274919.1', 'WP_125982959.1', 'WP_275470078.1']
MurE.8	MurE	WP_146923028.1	15	['WP_146923028.1', 'WP_091636288.1', 'WP_245592938.1', 'WP_023177965.1', 'WP_035051079.1', 'WP_029277875.1', 'WP_091487356.1', 'WP_091760497.1', 'WP_208559932.1', 'WP_091530747.1', 'WP_092479294.1', 'WP_034545996.1', 'WP_085559097.1', 'WP_106190081.1', 'WP_091480330.1']
MurE.9	MurE	WP_023859187.1	3	['WP_023859187.1', 'WP_239457930.1', 'WP_150204597.1']
MurE.10	MurE	WP_018659702.1	1	['WP_018659702.1']
MurE.11	MurE	WP_084098720.1	1	['WP_084098720.1']
MurE.12	MurE	WP_197114205.1	17	['WP_197114205.1', 'WP_034907575.1', 'WP_006308027.1', 'WP_006907373.1', 'WP_234970803.1', 'WP_153832622.1', 'WP_023390945.1', 'WP_090290121.1', 'WP_078756011.1', 'WP_028119011.1', 'WP_284630265.1', 'WP_118990874.1', 'WP_248416027.1', 'WP_124057544.1', 'WP_006701060.1', 'WP_138403647.1', 'WP_218931099.1']
MurE.13	MurE	WP_006703030.1	2	['WP_006703030.1', 'WP_005605982.1']
MurE.14	MurE	WP_092652205.1	1	['WP_092652205.1']
MurE.15	MurE	WP_092479701.1	1	['WP_092479701.1']
MurE.16	MurE	WP_126806162.1	8	['WP_126806162.1', 'WP_135254699.1', 'WP_136953297.1', 'WP_209525723.1', 'WP_126830218.1', 'WP_166008004.1', 'WP_275471563.1', 'WP_248849023.1']
MurE.17	MurE	WP_057755072.1	22	['WP_057755072.1', 'WP_003609612.1', 'WP_010370404.1', 'WP_165314533.1', 'WP_115471472.1', 'WP_070229824.1', 'WP_075269377.1', 'WP_074427685.1', 'WP_206213747.1', 'WP_258087730.1', 'WP_092461454.1', 'WP_166010469.1', 'WP_006845510.1', 'WP_027698609.1', 'WP_148622360.1', 'WP_009496355.1', 'WP_022791194.1', 'WP_187529040.1', 'WP_213408545.1', 'WP_205145103.1', 'WP_057787289.1', 'WP_124943408.1']
MurE.18	MurE	WP_137598606.1	2	['WP_137598606.1', 'WP_158661769.1']
MurE.19	MurE	WP_085559085.1	2	['WP_085559085.1', 'WP_027108200.1']
MurE.20	MurE	WP_022795446.1	1	['WP_022795446.1']
MurE.21	MurE	WP_003777114.1	2	['WP_003777114.1', 'WP_112788119.1']
MurE.22	MurE	WP_078806833.1	60	['WP_078806833.1', 'WP_027971797.1', 'WP_121834885.1', 'WP_240470673.1', 'WP_069664422.1', 'WP_010763606.1', 'WP_088270847.1', 'WP_126793356.1', 'WP_227258527.1', 'WP_018368904.1', 'WP_076996030.1', 'WP_179971571.1', 'WP_010766763.1', 'WP_010752737.1', 'WP_069635728.1', 'WP_010772116.1', 'WP_025871848.1', 'WP_069647346.1', 'WP_069654964.1', 'WP_069640300.1', 'WP_071876046.1', 'WP_071854746.1', 'WP_010750212.1', 'WP_081134145.1', 'WP_094940680.1', 'WP_095803853.1', 'WP_071867530.1', 'WP_002294486.1', 'WP_002292267.1', 'WP_125955731.1', 'WP_071456874.1', 'WP_079348444.1', 'WP_257700123.1', 'WP_015694561.1', 'WP_010707827.1', 'WP_010762362.1', 'WP_208930438.1', 'WP_084387052.1', 'WP_209559254.1', 'WP_136136524.1', 'WP_137605541.1', 'WP_048603732.1', 'WP_161870536.1', 'WP_173102143.1', 'WP_016173022.1', 'WP_095005833.1', 'WP_166035355.1', 'WP_213533655.1', 'WP_109246260.1', 'WP_021037777.1', 'WP_096817666.1', 'WP_120772228.1', 'WP_153495987.1', 'WP_205871856.1', 'WP_003130330.1', 'WP_004259245.1', 'WP_213495554.1', 'WP_019293334.1', 'WP_251423616.1', 'WP_251713517.1']
MurE.23	MurE	WP_003143596.1	2	['WP_003143596.1', 'WP_059349054.1']
MurE.24	MurE	WP_027107379.1	1	['WP_027107379.1']
MurE.25	MurE	WP_027108059.1	1	['WP_027108059.1']
MurE.26	MurE	WP_027108201.1	12	['WP_027108201.1', 'WP_091762866.1', 'WP_106193772.1', 'WP_091489732.1', 'WP_146924121.1', 'WP_091480726.1', 'WP_208560686.1', 'WP_091266425.1', 'WP_091634823.1', 'WP_091531615.1', 'WP_091896928.1', 'WP_091531623.1']
MurE.27	MurE	WP_067979797.1	4	['WP_067979797.1', 'WP_060777979.1', 'WP_067975596.1', 'WP_060777077.1']
MurE.28	MurE	WP_073294863.1	1	['WP_073294863.1']
MurE.29	MurE	WP_028789867.1	31	['WP_028789867.1', 'WP_068707533.1', 'WP_069028514.1', 'WP_123934838.1', 'WP_124006700.1', 'WP_016184479.1', 'WP_071875419.1', 'WP_016173946.1', 'WP_188367287.1', 'WP_204653988.1', 'WP_244353306.1', 'WP_015510493.1', 'WP_113850259.1', 'WP_146621632.1', 'WP_010756596.1', 'WP_071856825.1', 'WP_218327572.1', 'WP_016250809.1', 'WP_040367038.1', 'WP_016185214.1', 'WP_216427878.1', 'WP_067625927.1', 'WP_049219066.1', 'WP_114525008.1', 'WP_137609856.1', 'WP_137614143.1', 'WP_137619510.1', 'WP_137664550.1', 'WP_010745349.1', 'WP_270328466.1', 'WP_122645838.1']
MurE.30	MurE	WP_229251598.1	2	['WP_229251598.1', 'WP_034561861.1']
MurE.31	MurE	WP_072693409.1	6	['WP_072693409.1', 'WP_177165556.1', 'WP_186805092.1', 'WP_091266436.1', 'WP_106193781.1', 'WP_091480712.1']
MurE.32	MurE	WP_025728251.1	1	['WP_025728251.1']
MurE.33	MurE	WP_057905520.1	279	['WP_057905520.1', 'WP_057874205.1', 'WP_068222338.1', 'WP_010009054.1', 'WP_125982084.1', 'WP_019206270.1', 'WP_204775993.1', 'WP_079579509.1', 'WP_124975822.1', 'WP_017867494.1', 'WP_244054867.1', 'WP_040536181.1', 'WP_057819004.1', 'WP_054734825.1', 'WP_057771002.1', 'WP_057748514.1', 'WP_062913382.1', 'WP_057775062.1', 'WP_057783044.1', 'WP_027829633.1', 'WP_260116535.1', 'WP_056941589.1', 'WP_227361416.1', 'WP_062813145.1', 'WP_007123740.1', 'WP_286136189.1', 'WP_093624301.1', 'WP_023466423.1', 'WP_056974010.1', 'WP_156764599.1', 'WP_035422272.1', 'WP_034525752.1', 'WP_039143864.1', 'WP_056966577.1', 'WP_057798498.1', 'WP_054646275.1', 'WP_089108365.1', 'WP_089121379.1', 'WP_098826160.1', 'WP_105955899.1', 'WP_089136720.1', 'WP_137631856.1', 'WP_140922819.1', 'WP_108983065.1', 'WP_056957635.1', 'WP_155431822.1', 'WP_052006312.1', 'WP_203650745.1', 'WP_220750853.1', 'WP_211089490.1', 'WP_249511219.1', 'WP_252750661.1', 'WP_252796914.1', 'WP_252767315.1', 'WP_252795686.1', 'WP_252780790.1', 'WP_025022574.1', 'WP_122481446.1', 'WP_047769512.1', 'WP_057741961.1', 'WP_057749846.1', 'WP_182588472.1', 'WP_153709407.1', 'WP_191667888.1', 'WP_182595212.1', 'WP_182598443.1', 'WP_182578784.1', 'WP_267201127.1', 'WP_076460252.1', 'WP_133442262.1', 'WP_125546548.1', 'WP_057879138.1', 'WP_133362641.1', 'WP_135367741.1', 'WP_125684600.1', 'WP_125693152.1', 'WP_048733821.1', 'WP_020088888.1', 'WP_057731587.1', 'WP_123830899.1', 'WP_125764807.1', 'WP_125574771.1', 'WP_125583201.1', 'WP_125686221.1', 'WP_125701488.1', 'WP_143464051.1', 'WP_203639611.1', 'WP_203647030.1', 'WP_203641488.1', 'WP_168850617.1', 'WP_208910849.1', 'WP_057824250.1', 'WP_035452177.1', 'WP_125577930.1', 'WP_125769431.1', 'WP_125600987.1', 'WP_125649339.1', 'WP_125607973.1', 'WP_125712147.1', 'WP_057756136.1', 'WP_261806610.1', 'WP_057811258.1', 'WP_056943842.1', 'WP_045807276.1', 'WP_057802577.1', 'WP_061776193.1', 'WP_125641337.1', 'WP_057732196.1', 'WP_182150901.1', 'WP_125574410.1', 'WP_172188515.1', 'WP_261809961.1', 'WP_179396194.1', 'WP_056950300.1', 'WP_057894717.1', 'WP_056969311.1', 'WP_056988752.1', 'WP_054777319.1', 'WP_056956208.1', 'WP_125706448.1', 'WP_125748292.1', 'WP_125582480.1', 'WP_125708688.1', 'WP_125754979.1', 'WP_054715504.1', 'WP_155287328.1', 'WP_204119057.1', 'WP_225048419.1', 'WP_262315824.1', 'WP_125585331.1', 'WP_057910464.1', 'WP_008858399.1', 'WP_039932298.1', 'WP_057865504.1', 'WP_035177417.1', 'WP_056982600.1', 'WP_056978428.1', 'WP_070368036.1', 'WP_225364153.1', 'WP_138467158.1', 'WP_056981198.1', 'WP_035444788.1', 'WP_203628996.1', 'WP_013728042.1', 'WP_003702052.1', 'WP_191981328.1', 'WP_125008050.1', 'WP_035167683.1', 'WP_209686886.1', 'WP_003562965.1', 'WP_013438673.1', 'WP_008471615.1', 'WP_009558878.1', 'WP_011254584.1', 'WP_027824968.1', 'WP_039639704.1', 'WP_046331567.1', 'WP_046324246.1', 'WP_057797631.1', 'WP_056938125.1', 'WP_025081014.1', 'WP_054745737.1', 'WP_008462054.1', 'WP_054678841.1', 'WP_008473947.1', 'WP_002879511.1', 'WP_075362511.1', 'WP_054745737.1', 'WP_087176214.1', 'WP_090093713.1', 'WP_003627351.1', 'WP_109249781.1', 'WP_109715080.1', 'WP_045927485.1', 'WP_109917994.1', 'WP_125571339.1', 'WP_125550386.1', 'WP_125696626.1', 'WP_125551983.1', 'WP_080881782.1', 'WP_103662017.1', 'WP_127849182.1', 'WP_137638811.1', 'WP_003649952.1', 'WP_005685323.1', 'WP_054682244.1', 'WP_003656164.1', 'WP_006731750.1', 'WP_154547886.1', 'WP_005720979.1', 'WP_135014199.1', 'WP_056940979.1', 'WP_201336285.1', 'WP_007126028.1', 'WP_203626215.1', 'WP_210144925.1', 'WP_212780102.1', 'WP_129301816.1', 'WP_220220651.1', 'WP_223902623.1', 'WP_223896682.1', 'WP_057808864.1', 'WP_117117308.1', 'WP_035184981.1', 'WP_006586238.1', 'WP_070652337.1', 'WP_251717220.1', 'WP_002833760.1', 'WP_057801979.1', 'WP_036685783.1', 'WP_041499036.1', 'WP_025085442.1', 'WP_054642765.1', 'WP_057881029.1', 'WP_057868132.1', 'WP_056955202.1', 'WP_010018009.1', 'WP_057737405.1', 'WP_102195031.1', 'WP_119316972.1', 'WP_120141324.1', 'WP_119325400.1', 'WP_135374303.1', 'WP_137612333.1', 'WP_057815820.1', 'WP_057893057.1', 'WP_057888366.1', 'WP_153522433.1', 'WP_182082781.1', 'WP_057827713.1', 'WP_057906848.1', 'WP_065903474.1', 'WP_056957183.1', 'WP_056947597.1', 'WP_057806373.1', 'WP_056997263.1', 'WP_191983785.1', 'WP_010619996.1', 'WP_014215626.1', 'WP_118908732.1', 'WP_125566785.1', 'WP_025023527.1', 'WP_125588441.1', 'WP_125704352.1', 'WP_125710159.1', 'WP_048705350.1', 'WP_010625465.1', 'WP_125770672.1', 'WP_125761474.1', 'WP_076614015.1', 'WP_125592798.1', 'WP_057766599.1', 'WP_125674677.1', 'WP_125713186.1', 'WP_129045557.1', 'WP_099974039.1', 'WP_176942851.1', 'WP_045923342.1', 'WP_046317692.1', 'WP_249513402.1', 'WP_249514311.1', 'WP_106482939.1', 'WP_004265146.1', 'WP_057907398.1', 'WP_056936437.1', 'WP_178913965.1', 'WP_178942678.1', 'WP_280606842.1', 'WP_154243033.1', 'WP_217303930.1', 'WP_053949940.1', 'WP_120784478.1', 'WP_138726430.1', 'WP_054449892.1', 'WP_220729455.1', 'WP_260344945.1', 'WP_230098590.1', 'WP_168722063.1', 'WP_230097294.1']
MurE.34	MurE	WP_003141000.1	2	['WP_003141000.1', 'WP_059349308.1']
MurE.35	MurE	WP_106449183.1	8	['WP_106449183.1', 'WP_108032158.1', 'WP_107995640.1', 'WP_140186711.1', 'WP_086985684.1', 'WP_086943135.1', 'WP_068624465.1', 'WP_092479121.1']
MurE.36	MurE	WP_089746025.1	1	['WP_089746025.1']
